rating,text,title,user/userLocation/name,user/userLocation/shortName,user/username,travelDate
5,"Very nice and reliable service provided by Mrs. Olga, everything was very delicious, we spent a wonderful evening in the pleasant atmosphere of the waiters! 
Greetings to Mrs. Olga and once again, big congratulations for the defense!!!",Such a nice place!,,,V9403TOkasiam,2023-06
5,"Great food, wonderful stuff, special thanks to Natalia our waiter for best service. Nice place with American Food for everyone ",Great July family dinner,,,823rafa_,2023-07
5,"We got really good food. The burgers tasted delicious and according to the lady, the spare ribs were fantastic. For dessert we had Red Planet, which is a deep-fried Mars bar with vanilla ice cream. It tasted heavenly.
Our waitress was called Olga and she was really smiling and welcoming. Definitely the best service we have received in Gdansk 😉",Fantastic food and service,"Kolding, Denmark",Kolding,Resort58410058637,2023-07
5,"We have had the ribs twice now and they have a wonderful BBQ sauce ä, so choose that if you are into BBQ sauces.

Thanks to Peter for showing excellent service!

Best regards!

/Micael",Great ribs and nice location along the river,"Denpasar, Indonesia",Denpasar,N8485GXmikaels,2023-07
5,"The food was delicious and sufficient. We had burgers, fajitas and salad. Unfortunately the dressing was missing from a salad. The service was friendly, but a bit overwhelmed because the restaurant was very busy.
We'll be back.",Delicious food and great views,,,monikasM4329QC,2023-07
5,"Delicious food, nice atmosphere, high-level service, Mrs. Oliwia was a smiling and polite lady who served us :)",The opinion,,,Roam46309559832,2023-07
5,"Very good breakfast! Ate bagel, omelette, pancakes and coco jambo, freshly squeezed juice and great coffee! Super polite staff with good English! ",Great breakfast!,,,Y6058GOjennyb,2023-07
5,"Very good food and nice service by Peter! Highly recommend this restaurant, we ate both salmon and currants!",Very good!,,,144oliviay,2023-07
5,"A great restaurant with an equally great Staff. The pancakes were amazing, very sweet and fluffy. I recommend covering them with a healthy dose of marple syrup, its 5 more złotych but its totally worth it. The strawberry lemonade was nice, a good mix of sweet and sour. We were served by a lovely lady called Oliwia who informed us on the waiting time and made sure we were content with our food. ",Best pancakes ever,,,410studentm,2023-07
4,"Good taste and availble staff.
The prices are average, but you have to add all vegetables/salats and so on.
A bit noisy, but its  high season.",Norwegians in Gdansk,,,_yvindm58,2023-07
5,"An amazing place to spend your evening. The food is top notch, service is amazing as well.

I would recommend you to visit this place. The food is great by itself, but the atmosphere is unmatched. 10/10",What an amazing place!,,,160farad,2023-07
5,"Great service, tasty food and really good beer! I really enjoy this place and strongly recommend to visit it",Super bar,,,dmytrop817,2023-06
5,Got the coco jambo and it was filling and tasty. Marta was a fantastic waitress and provided great service.,Good food and friendly staff,"North Brunswick, New Jersey",North Brunswick,OrangeJ2013,2023-06
5,"Great breakfast 😋 Zoya, thanks for the great service, I hope more people like this make the day better 😁 we recommend this place for a hearty breakfast.",❤️,"Gdansk, Poland",Gdansk,327bigs,2023-06
5,"We were at the place on Chmielna Street, delicious food, very nice service, Mrs. Marta, best regards :) well-fed guests :) ",Chmielna Marta :),,,J7988BJadamw,2023-06
5,"Very nice and pleasant service, which I owe to Piotrek. The order was fulfilled quickly, a delicious burger and a very tasty dessert recommended by the waiter Piotrek :)","Tasty, fast, pleasant",,,moniak461,2023-06
4,"Very nice waiter named Peter. Good and large portions of breakfast. Good music and nice view.

",Generous breakfast portions,,,2klasg,2023-06
5,"Very good breakfast and very good service! 
Peter is a super waiter, calm and spoke very good English :-) 
We will definitely be back!",Good food and good service!,,,M4391ADannettew,2023-06
5,"I expected to be full and I was not disappointed. I had a serving of Coco Jambo and the granola with yoghurt for dessert. The popcorn I didn't need, I'd rather being asked for it before being served. Although I exceeded breakfast time the staff happily served me that granola after 12 o'clock - what a treat.",Expect great taste and being full.,"Berlin, Germany",Berlin,stephankI6643BC,2023-06
5,"Excellent food. Peter was amazing. We accidentally ordered the wrong thing and asked for a correction, which was promptly agreed upon. Thanks, Peter! ",Comforting Environment,,,jonathonm480,2023-06
5,Very nice :) Piotrek is the best :) Very good breakfast and beautiful. Very nice service and beautiful view of the Motława River. I recommend it with all my heart,Nice :),,,katarzynapB39EY,2023-06
5,"Great service, Mr. Piotr made sure that our stay in the restaurant was pampered in every detail from the moment we crossed the threshold. You should look for such waiters with a candle :). The food was very tasty, fresh, nicely presented and in our case the waiting time was not long. We recommend these restaurants with a clear conscience and thanks to Mr. Puotr, we know that we will come back there more often :) ",Magda,,,MagdalenaK4502,2023-06
5,"Great American breakfast. Narrow but tasteful breakfast menu. Was served by a great waiter, Peter. Met our children with such kind smiles, paper and crayons. Would definitely come back! ","Great breakfast, nice waiter","Flyinge, Sweden",Flyinge,thalemarieh2022,2023-06
5,"Very good food, short waiting time. The waiter Piotrek was very nice and helpful. Customer-friendly atmosphere.",A tasty corner,,,L4280OKmagdalenaw,2023-06
5,"Food was excellent, fresh ,really delicious! And Peter was amazing help not only to pick most delicious food but helped to learn some polish! Thank you ! ",Need to try !,"Kyiv, Ukraine",Kyiv,di_nar164,2023-06
5,"The food was great. I had a burger and it was delicious. My son loved the kiwi lemonade. Our waiter, Peter, was very helpful and kind.",A yummy taste of the USA,,,ericeN7997CP,2023-06
5,Great food and albo great service. Dominika takes care of us for whole night! We will back here soon!,Great food and even better service,,,W407BKmarcink,2023-06
5,"Very nice service by Mrs. Dominika :) very good snacks - especially tenderloins, burgers are also great :) ",Great service and food,,,monikagG5155EN,2023-06
5,"Another place on the map of Gdańsk, which is worth visiting with friends and family, because they have a good attitude even towards children :) I do not recommend eating dessert after drinking a shake, because there is definitely no room after breakfast :))

Well, recommended!",Lunch and some fun,"Sopot, Poland",Sopot,95dominikas,2023-06
5,"Zoya is the best! 🥰 Super service, Zoya is excellent! Thank you for a wonderful dinner and care.
I recommend! June 2023!
",Kolorado is the best.,,,igorsf2021,2023-06
5,"Very nice service. Pleasant atmosphere. They quickly prepared dinner for us. The waiter Piotrek was attentive to us. He was interested in our wishes and fulfilled them. We will definitely come back here again. :)

#inPoland #Gdańsk ","Thank you to the restaurant and the waiter, Piotrek",,,foxk933,2023-06
5,"Nice, clean, good food.  Great location with beautiful view. Server Peter was friendly and provided great service. 

",Great experience,,,545anatolyb,2023-06
5,"I was eating there breakefast. It was delicious.
Every component of dish was fresh and nicely done. Service was exelent too.",Great breakfasts,"Krakow, Poland",Krakow,Sherpa39510450047,2023-06
5,"Very nice place, friendly atmosphere for everyone. Great card, I think everyone can find something for themselves :) 
Delicious breakfasts, especially the bagel! 
The service, Mr. Piotrek was impeccable, interested in the guests, he cared about positive feelings all the time.",Perfect place,,,marek_724,2023-06
5,"The best you've eaten in Gdańsk!
and very nice service. I think we will definitely come back here. I recommend it with all my heart (and stomach😜).",Birthday dinner,,,814tomaszg,2023-06
5,"I highly recommend this restaurant, delicious food and very nice service from Mr. Piotr 😊😊, thank you ",Simply GREAT 😊😊,,,krzysztofmV6839VG,2023-06
5,"This place is very amazing, me and my girlfriend are very impressed by the nice service of Mr. Piotr. I recommend it to everyone :) I am sure that my girlfriend and I will come back here again",The best pub in Gdańsk,,,41dominik_,2023-06
